RiskID,AccountID,MaxLeverage,MarginCallLevel,StopOutLevel,MaxDailyLoss,MaxTradeSize,RiskLevel,CreatedAt,UpdatedAt
128cab23-7942-4745-8719-0c9cdfab3eec,15b2ff12-4b4b-428d-b27f-b8d54acd8700,30,0.92,0.8,2612.65,7.11,Low,2023-04-25 18:40:33,2023-06-04 06:54:57
96301251-69b9-4e70-9a1d-ef323018e300,9d6a07c9-9692-44b0-846e-17e50b9b0cb1,20,0.83,0.7,3128.61,8.53,Low,2024-07-05 19:08:41,2024-07-27 10:09:41
107c83ce-f40e-4b8d-8161-3cf19ccea86f,21638a14-7638-414c-839a-284b75a08744,30,0.89,0.78,3338.06,8.54,Low,2023-07-04 23:13:19,2023-08-09 18:25:18
5f869aa0-8163-41d4-8e3f-b33940fefdb0,a0a392ab-44e5-4a2d-a52c-10e991a0b55c,200,0.5,0.4,30538.87,77.03,High,2024-04-12 09:23:44,2024-06-24 08:02:54
785cfbfa-3fff-497c-a8e6-297bac0a8e61,c405c770-3971-4cda-85fa-661c24748ce6,10,0.93,0.72,2321.5,9.06,Low,2023-03-16 07:16:07,2024-08-28 15:26:55
5032e266-c5a0-4411-bb15-7fc4da20dc97,6c871631-d9ff-4908-bded-e74007a1dad9,30,0.99,0.78,3665.37,4.32,Low,2024-04-07 17:52:44,2024-04-26 11:24:19
6bae0d73-b9d5-4f79-8a44-b3f68d0a2840,fbd08afb-b025-43e6-a346-0dd53e2788a2,20,0.81,0.74,2360.16,9.72,Low,2023-08-04 13:39:53,2023-11-12 06:53:08
423ce0df-70ae-4633-9dd4-42dc85fed87a,bbf2d932-202d-42ff-b942-92c5e489370f,20,0.83,0.76,4107.48,3.32,Low,2023-12-11 19:26:19,2024-03-17 06:55:25
df79c75b-9b14-421e-85a6-3e362b9d2e9f,225a7439-b3f1-4196-87fb-c1f4ea76dec9,100,0.53,0.67,17604.88,44.4,Medium,2024-07-17 02:06:51,2024-08-18 01:40:17
7a254ed0-0ea5-4bcc-9703-245b3a8ada42,3b703929-dbc1-455a-b5ad-778074c562f4,20,0.82,0.78,2940.89,5.74,Low,2023-10-09 09:31:00,2024-08-09 11:39:33
e040789f-8bce-4053-aded-ad0c1cd4dadc,4f003f98-6e7e-4321-b620-55dc8fb93905,20,0.88,0.71,1205.67,1.45,Low,2023-03-31 00:29:47,2023-04-25 03:26:12
9c0cd8f2-2c03-4514-b5c1-90dac7221efd,70110204-d4b7-45c4-8990-ffb8c482ec2d,100,0.74,0.65,15501.99,28.7,Medium,2024-07-25 23:00:50,2024-08-31 22:10:53
bc84fa9b-5868-4b76-bf83-fda6478e34de,837bbe00-fb8c-4c78-b331-eac675da144e,100,0.58,0.67,15477.03,31.93,Medium,2023-03-13 07:59:19,2023-10-02 02:54:23
1ac8c51c-9e2e-463c-8849-da6fdd4b5c96,8cc3dbcd-118d-4124-9d69-22d7fa3badf0,10,0.98,0.72,1057.65,1.03,Low,2022-12-09 04:50:00,2023-10-07 23:19:36
7eeacb58-9450-48eb-b939-816bb47d49a5,b725d9c4-c255-4ead-b60d-19066de3208b,30,0.93,0.72,3824.52,8.35,Low,2024-07-24 05:54:46,2024-09-11 16:29:28
c710e982-44d5-47bd-9ddd-b808cb7137a3,893ab9bd-46e3-467c-8869-3be4428ae1c9,10,0.94,0.74,2590.08,9.34,Low,2023-10-08 01:22:40,2024-06-16 07:51:48
d0ba3ad6-31a9-4ca3-ad12-c7416d0df29e,79a59af7-c8ae-4659-869e-2816de003e7d,20,0.99,0.75,1276.25,3.94,Low,2023-09-15 18:53:48,2024-01-05 10:54:46
a8147cec-b33b-49d3-855b-947167178113,ed57e999-ed2c-478c-84fb-9bb2246f310d,30,0.95,0.71,3729.86,3.11,Low,2022-12-18 21:33:34,2024-01-14 19:09:53
994f8f0c-e3e3-484c-8d95-94cf649de63c,48e7531b-5bd2-4beb-a467-6bd074610fa8,200,0.49,0.29,97286.54,59.04,High,2023-08-12 14:38:25,2024-08-05 18:03:27
1ecbe67b-d4dd-4988-8dfc-77deb42cf5a8,ef6220d4-5888-4e3e-b4cc-122e55e1c82b,500,0.31,0.39,35009.62,63.86,High,2024-07-02 08:42:18,2024-09-13 10:33:25
bc6ea602-73c5-4d1c-bbbd-e512c9d39b92,a6ff03ab-2470-4c4c-979f-29e67c346cf0,500,0.43,0.38,24504.22,91.74,High,2024-03-05 21:02:21,2024-08-05 21:40:27
81d7c1ca-7397-4cdc-a2e1-41cdca87fc9b,12ecdc44-c5b4-44f9-8e5a-692260ffaaa9,100,0.63,0.53,14633.32,16.95,Medium,2023-04-11 05:23:39,2024-03-08 23:26:46
ede7d11c-88b5-4c6b-a568-036f38f4a486,9c9b03fd-7f1e-4284-a099-1975f8ff6169,50,0.61,0.43,18953.03,30.6,Medium,2023-05-08 08:33:06,2023-10-22 03:08:40
6bb0e675-940d-46bd-a51a-46ffcf174797,79d87438-48de-44b8-be0c-8476300da51d,20,0.88,0.7,4430.45,7.79,Low,2024-07-26 06:31:22,2024-09-14 00:12:56
f9413b7b-f78b-4613-9f20-cd854ec35404,ca6c54de-85c6-41e9-a96a-e70d04b7d803,200,0.35,0.35,53928.17,77.2,High,2023-12-11 00:16:16,2024-07-28 20:14:14
6d46e249-73f6-46eb-b194-31dd6d021bc3,4f7c560d-b55f-496b-b5cb-839402ee2214,30,0.93,0.75,1187.32,7.47,Low,2023-12-29 16:43:18,2024-09-15 16:52:47
fa43d48e-8d09-4a34-84e4-8692447ee4f9,fd0e7951-c3f4-4cc6-b2c5-fe9dee6d1743,100,0.77,0.52,7066.68,12.57,Medium,2023-11-11 16:29:41,2023-12-07 06:47:15
a2eab2f3-073b-4b4f-b82f-8a47105fa6a9,7718893a-4e3b-4cf2-bc9a-571f7ec17aab,100,0.62,0.51,15891.98,21.62,Medium,2023-07-11 03:04:52,2023-08-19 02:54:27
7993a39e-54e2-45c9-bd2e-1b2fa7610a95,d6e59d6c-00e6-44e9-93cc-46610a08011c,30,0.9,0.72,2930.9,6.49,Low,2024-05-27 16:01:42,2024-09-20 20:42:23
2fc7b9e5-3c2e-4890-bbd0-5eef9a642d01,03bc60b0-c239-414d-82dd-9316514b8ec1,50,0.59,0.58,13658.23,25.95,Medium,2023-12-08 04:06:57,2023-12-26 11:18:47
0271adba-63db-4a63-aff0-87739d355bcd,46c4633a-27a0-4385-9bbb-8f6bcf567246,10,0.98,0.75,3063.71,4.73,Low,2023-03-29 04:36:13,2023-11-12 23:48:45
77d8c249-2cc0-4123-9174-cb9a5c6145f8,4f0ddc57-7d68-4400-81eb-19a88d75aad3,20,0.94,0.72,1519.1,8.51,Low,2023-07-20 07:53:25,2024-03-15 13:53:30
e0dd2d32-2928-4171-b204-e0ca20365ba3,b4606dfc-2b78-44dd-8daf-edc87244bc07,100,0.61,0.56,16173.88,22.7,Medium,2024-02-24 17:15:17,2024-05-21 01:59:13
caf5ecca-1e60-428c-8877-aabc4a1712db,1786bf0d-b957-40da-9b3a-44f25747c666,10,0.87,0.79,1668.43,7.76,Low,2022-10-24 08:58:21,2024-07-27 12:17:08
3b3bd537-939b-42b8-8e68-cb30831e102b,c21fdfc4-8aee-4cd8-bf68-9facc1befaf5,30,0.99,0.75,4070.76,5.25,Low,2022-10-01 11:21:52,2023-04-11 12:34:20
c1b9ef3e-5784-4b7c-a56f-ea5dc3c56b34,1611f80c-b1b7-4a30-99c2-fdb8d6d7cd4f,100,0.54,0.41,5801.9,26.99,Medium,2023-04-09 12:14:16,2024-04-25 13:00:36
5d1a4f4a-eb98-4ca5-a3a5-76fe066fc599,b1377c94-6d62-443a-b9d7-b9a6cf930bb3,50,0.57,0.69,8360.54,34.06,Medium,2024-08-11 03:15:14,2024-09-21 06:39:16
9949fb8c-d774-4732-a01e-67b6970671ea,5f34f715-cbcc-4678-b2a1-0b028b59e5a0,300,0.41,0.37,30850.4,82.52,High,2022-11-10 16:28:44,2023-07-31 13:58:19
4cbd828e-1a3b-4deb-9335-84739331e735,2e028e8f-8223-482c-9b76-26c22354adc4,50,0.69,0.51,13840.69,38.19,Medium,2022-10-07 12:45:15,2024-04-02 00:04:48
b68b716c-5766-4b0d-a5dd-d1b3647a3f79,beb254bc-8b6b-4992-b19b-ed3b70f0095a,10,0.99,0.75,1857.02,9.9,Low,2024-08-24 14:26:03,2024-09-28 14:57:55
f9f93c8a-2196-4560-b411-bcb857bbe6dc,578ddae9-9cae-4112-80d5-45727dd5d3bb,10,0.91,0.75,3041.81,5.58,Low,2024-08-17 19:19:41,2024-09-14 12:40:54
5cfdf952-be36-4c15-b180-1d9823a4e909,d538c443-2bbf-4dd5-ae82-f896e641707c,20,0.95,0.78,3751.09,2.14,Low,2023-01-11 17:09:17,2024-08-12 04:14:02
47a12301-1d7a-4b20-8997-07e6fdaf8f18,3e29c3f6-4ecd-446d-af54-0bd861ad783e,10,0.86,0.74,3355.05,7.39,Low,2023-07-27 10:32:01,2024-08-20 19:00:47
228c3737-36c7-4f60-a718-f05b4c6e4e4b,3cd75d16-9a77-43ae-93b8-25119734c817,100,0.8,0.65,8939.14,49.13,Medium,2022-12-19 20:27:02,2023-10-19 01:59:30
dd24d480-cc28-42d9-b6e0-697ae2831b29,d6711f12-dbe4-4474-9c28-9044a4b9eae7,10,0.84,0.74,2591.52,4.15,Low,2023-03-30 08:30:06,2023-04-18 11:34:42
faa4bb00-aa89-47e5-9d1c-04c459853e0d,1e791a2f-3619-4b15-a1d9-8248f47d1321,100,0.54,0.5,16436.2,40.85,Medium,2022-12-15 23:02:18,2023-08-23 03:49:33
a7675e83-3c38-4b4d-857f-c2419e108be5,d7fdd75d-f3a8-4d27-9f61-2ac8234f7d7a,100,0.51,0.66,5691.84,29.3,Medium,2023-11-12 04:40:29,2024-03-02 08:07:29
0b82a502-72ea-4e50-beed-1aa3a1698dff,8155c662-bc4d-421c-850a-9d922ec5295a,20,0.96,0.79,2078.24,3.76,Low,2024-01-21 20:20:51,2024-09-29 21:30:22
a65f0a61-6985-4b06-9397-fac892b7abea,2b9150f2-e7ac-4bfc-bf2c-83497a1ace52,10,0.97,0.73,3291.82,8.2,Low,2024-04-20 04:21:39,2024-07-08 15:10:52
926ca611-9aef-45dc-8464-0a65f571824e,0465c94b-bd45-423f-bcd0-cac11d4d0a95,10,0.84,0.79,1667.28,8.45,Low,2024-02-10 06:55:21,2024-09-26 22:06:53
4b4aeb91-8948-485e-befb-d146ade3f89f,b84125f4-34a7-4b0e-8498-a6cbefec6cc8,30,0.96,0.8,4285.9,5.99,Low,2024-02-27 19:26:42,2024-07-16 15:48:07
bc8a6691-4c42-4508-9b1d-3f0778322101,f887ffca-4bb8-40e4-accd-49b71d9ea3cf,100,0.76,0.46,6160.65,24.7,Medium,2022-11-24 09:47:32,2024-06-19 10:39:01
b6077777-71d7-46ea-840d-093c7eaf6bd1,e34e1b2b-5cc5-490c-85b8-3e54a580815a,100,0.72,0.45,17217.56,12.43,Medium,2024-03-18 08:27:04,2024-05-11 13:17:44
cb7ecfd9-3817-4d67-b1f3-f6d53f1d76b3,c984ee18-b53a-4b71-85ee-743369f33792,50,0.71,0.65,10727.55,16.89,Medium,2023-05-30 19:27:34,2024-03-06 21:00:29
410dadc3-321d-4cc1-80ad-10e038b5bf92,672948f7-bd7c-4b6e-8339-7ff1159a281e,50,0.74,0.49,12266.62,16.77,Medium,2023-03-02 18:13:04,2023-08-11 03:04:23
bbc2703e-13e4-4dc8-8659-cad0f3adf355,624c85da-6e09-4d77-992e-5984e054af44,500,0.33,0.24,56331.53,59.5,High,2023-11-01 16:18:10,2024-05-23 19:13:52
60686c07-a4d5-4e73-815c-57976d2821f2,d4c7c716-b344-4dc6-a320-e1d884737732,10,0.98,0.73,2243.34,6.66,Low,2023-01-17 06:06:07,2024-01-12 07:44:36
58c6faaa-de60-4639-ba86-3e96ea95c21d,77f1acce-1a31-4f29-8d9a-ecb5389f1ebf,20,0.9,0.77,4871.57,9.5,Low,2022-10-12 17:33:51,2022-10-25 20:49:45
5cd43f4d-a8ee-40ae-94b9-13869d5d081d,2e1cc5f9-bc5f-4d20-9640-fa65571f5c53,100,0.59,0.55,8119.29,36.24,Medium,2022-10-10 09:02:59,2023-06-05 05:57:01
90335737-3bda-44b1-8e73-e5a5989d8a07,3497340c-0939-4d48-9abb-3887edcfd42e,100,0.64,0.63,5957.17,28.76,Medium,2024-08-15 04:50:00,2024-09-07 23:59:21
7f534058-2417-4a4c-b6bb-caf7c62fb834,f8cca390-b4f8-42de-9ece-83dcf00f71dd,50,0.69,0.48,14493.73,18.94,Medium,2024-04-27 23:03:36,2024-05-06 17:21:52
b877b0bf-656c-4324-9586-04d81bf294f3,85b0de30-1090-45b0-a77e-4c988eb37d2b,500,0.49,0.38,82659.79,87.33,High,2023-09-24 03:17:33,2024-09-10 15:24:02
45b2320d-0a65-4c54-920e-109c480e2439,7d8d60a1-1c5b-47de-a47e-8f8b8c890880,10,0.99,0.71,1949.09,2.89,Low,2023-01-09 02:43:55,2023-07-06 17:02:31
1cbf6306-ea9d-4056-a899-e074d25abbda,16dbaf59-d455-4254-8694-52b7237667bd,20,0.92,0.78,3273.99,5.65,Low,2024-05-16 08:52:17,2024-05-25 23:18:38
dda0c20b-f3ce-4814-a2c5-6c8cd1c70727,2301fa20-9ce2-4556-a7d3-49b9c5b49be7,100,0.74,0.52,15315.6,46.63,Medium,2023-02-09 07:49:31,2023-05-10 02:35:02
c20ade48-3ec6-4253-bc38-9d174a0bbf99,d504ce53-0694-4564-ad8f-396c96353636,10,0.88,0.79,4885.34,5.81,Low,2022-10-13 06:05:00,2022-11-25 15:51:13
7f891b4a-2ef2-4f87-91c1-677315844b92,bdcc54b4-5675-4a8f-a1f0-5ed54ff210df,50,0.67,0.67,19306.61,15.52,Medium,2024-07-28 17:19:48,2024-09-29 19:05:00
5fff7062-9f6f-45be-a099-9f05f3d11d5b,3f0fd6de-b070-4930-b5ad-948ee5c45749,50,0.76,0.51,13138.79,35.46,Medium,2023-09-30 11:18:32,2024-05-27 18:40:37
62e5acd2-1da1-4941-b508-28bbb70530d0,7d7311f1-b1ae-47d1-a100-d04c2a056c05,100,0.66,0.49,16308.07,14.3,Medium,2023-06-16 02:49:55,2024-05-12 14:50:37
4538dc3b-a81e-488e-86e9-02706ca118ff,c475891a-2303-411e-9b28-9e20e1e6c382,100,0.65,0.46,7589.96,28.32,Medium,2023-11-26 08:58:49,2024-07-14 23:36:58
95efd547-ea7a-414e-a34b-5754c427532a,856316e7-97cb-4fe7-9a47-08a3b6d1a17f,20,0.96,0.73,4925.34,5.74,Low,2024-05-06 21:36:08,2024-06-06 08:09:55
f6470252-607e-4cbb-8c1f-97bb89a17a65,d572629b-5883-4c57-95fe-bcd55b1ae4f6,20,0.82,0.78,1787.48,1.15,Low,2023-03-06 15:38:06,2023-03-23 13:13:19
0c327c9e-21f5-4848-81af-b757795ece2d,f8ded0c9-8be4-4e9a-a3a3-c9739864a014,100,0.59,0.63,14276.44,32.16,Medium,2023-12-13 01:52:41,2024-03-01 21:12:29
232cea8e-b280-4e25-91fa-64c8eebde7f7,6785547a-c92c-428e-9ed3-139e0accb356,20,0.86,0.72,2111.7,2.93,Low,2024-05-24 23:06:41,2024-07-22 20:21:53
4d2195da-84c4-4321-a289-2111db9abe69,3c9fe07c-a872-4802-9552-8c17fdfb0428,20,1.0,0.71,3265.45,3.66,Low,2024-09-23 08:28:07,2024-09-25 15:39:49
87b73f44-9384-4843-b2ae-99460b6edcaf,ec36c30f-b09d-4531-9583-7bdc9f36b0df,500,0.3,0.39,55501.39,55.5,High,2023-05-05 16:38:58,2023-08-10 19:32:13
18ae3b0a-fadf-461a-8c56-814aafc66557,995c23c7-d772-4326-a1b3-d00e576f0017,20,0.85,0.79,3412.12,6.41,Low,2023-08-29 11:03:37,2024-01-19 01:01:25
0f678507-719f-4fcc-847b-59b123e5c515,e54196f9-b141-4434-a531-1c81b5b04fa4,100,0.78,0.65,16274.75,32.45,Medium,2023-09-13 23:28:43,2024-09-07 20:48:16
55f92c43-834e-41b1-a0cc-f9f592b79444,e013f132-9b3d-4f19-8af3-105318d0cc24,50,0.7,0.41,11588.5,31.45,Medium,2024-05-09 04:27:51,2024-07-09 23:36:35
a43fb525-cb4b-47c1-a753-34cf9b9ffbef,0f67a69b-c1da-407c-ade0-0da3a50020b3,20,0.85,0.73,4606.53,4.58,Low,2023-07-12 23:35:08,2023-07-31 15:03:13
17cd6fe2-86c1-4474-8b33-d593076e8707,73287222-11c7-44c4-8007-7a000049f445,50,0.71,0.68,11296.6,12.72,Medium,2023-12-21 09:54:35,2024-07-11 00:15:02
562690e3-9230-4a4d-8491-5408f24e6e2a,92c3d419-c421-4647-b581-235ee543f094,300,0.5,0.22,45971.94,62.0,High,2023-05-17 07:44:00,2024-09-29 08:23:29
38551f45-cf13-4bfc-b6cb-c3e90db4b8ad,efbfcf69-99e8-4e4d-a2dd-bbfe843bedcf,50,0.51,0.63,15017.81,41.17,Medium,2023-05-14 16:29:14,2024-02-20 15:46:19
6bb26f80-10e8-4d2e-b631-1439c60e867b,6970f15d-ad46-459f-91bd-d4e527138388,200,0.38,0.33,97100.24,61.51,High,2023-05-16 00:49:00,2024-02-07 22:47:38
a3cb90e8-3cba-49f2-a0ec-50400ff6998f,f9f8ee76-baac-4546-bf78-77b247686543,200,0.31,0.25,64489.4,54.27,High,2023-09-16 21:57:29,2023-10-12 09:15:17
57ed8ecb-e0b0-4ae8-ac53-e410b5ce1865,353b429e-37c9-40db-881a-fbd11a9d08ac,500,0.37,0.26,95722.63,52.26,High,2022-11-01 09:52:54,2022-12-24 02:49:21
10fdc46a-5400-433c-a8d2-93e615930e42,02129b37-9851-4229-9cf0-4c3553f325d3,10,0.85,0.79,2613.86,3.26,Low,2023-09-19 02:18:41,2024-02-09 18:24:22
5adaa7a1-368b-491c-b1e9-d461738e0724,20d9376a-2a34-4c14-af9b-666de91305da,50,0.64,0.56,7905.87,41.11,Medium,2023-09-07 03:19:15,2023-10-23 21:39:12
454db315-fce2-4cee-9555-46ce845a7459,611bba08-94bc-4b6d-a70f-89813ba62172,30,0.93,0.71,3598.11,4.67,Low,2023-12-01 02:39:28,2024-02-08 09:38:00
9d1c810c-2ed0-4b9e-a051-1839d391be60,adcc8a5d-9b0b-42da-8c1c-31d0d672966d,500,0.34,0.34,93358.06,62.41,High,2023-03-26 13:25:34,2024-08-12 06:19:54
13b3a0b5-0599-400f-bf5a-3baad611a84b,98909973-bf96-4c68-9054-d1b743c080b5,300,0.38,0.34,52214.22,72.07,High,2023-08-28 19:34:06,2024-03-18 05:49:19
7b328b7b-1efe-4cca-a61a-7b495b1a4dc6,0d75a1e3-3abe-432c-ac4d-60eb09ad95c0,500,0.45,0.39,83576.19,95.62,High,2024-09-30 14:22:40,2024-09-30 14:51:06
91fc0bf4-8e7e-4213-9127-c4b3a3d3f84b,5e968653-a196-49e3-810b-87975b9df417,50,0.73,0.67,8863.52,10.96,Medium,2024-04-13 10:59:52,2024-05-10 17:27:08
f90659d8-1d58-4050-b89d-59fa03294da2,73c88b4e-ebb9-4427-a2c0-9566b8294ea8,100,0.57,0.59,13895.93,44.75,Medium,2023-02-07 19:56:19,2023-04-09 00:16:08
20ca849d-cebe-455a-ad0c-07dad151fd6a,7ece224e-100b-43eb-9eca-93a991825172,50,0.69,0.66,11806.58,45.06,Medium,2023-11-19 15:08:47,2023-12-19 04:53:58
d1c8931e-b143-4756-8d1a-82adeab5faf8,3a981ca2-bcc4-4565-a4ca-a0190b322be3,200,0.47,0.34,97885.21,52.19,High,2023-10-08 22:39:46,2024-05-08 13:50:59
36b476a9-0ebe-4f64-a03a-7315381bb2f2,de85df04-7488-448b-94a1-91c41e60c6f9,10,0.87,0.74,3149.54,8.32,Low,2022-11-21 00:35:20,2023-10-22 21:34:26
186643ba-176c-4b60-8d66-646917d3795c,9c9ba440-0fb1-4c75-a0f6-7214370b4614,50,0.53,0.61,10038.3,27.53,Medium,2023-08-14 08:42:32,2024-09-02 17:25:38
fb85ac6f-7688-4a73-9e99-e509652b6691,0cb05a0c-b7de-4a2d-abb5-44e857dbd23f,20,0.83,0.76,2740.15,4.76,Low,2023-05-22 01:11:26,2024-06-18 14:22:52
7a012248-d02b-451f-b0ec-5373382b9dbe,a70eb0ec-11d4-4a21-a037-c892d1901cae,10,0.9,0.76,4490.18,3.76,Low,2023-06-10 02:57:44,2024-05-03 02:59:56
b425922f-75f1-4208-b86f-513820e14c83,1c48da8c-b0cc-40aa-bdcc-21ada5631b99,200,0.46,0.27,36068.33,50.86,High,2024-02-29 22:53:57,2024-06-15 07:55:20
0e15b75e-f108-4035-b9fe-f3b4f221c32c,ff7abeff-cd70-46cb-b995-17d503b93823,100,0.64,0.62,10537.2,24.49,Medium,2022-10-19 09:55:20,2023-05-19 13:12:39
992f44e0-d98b-44e8-b893-dfed5eefb0ca,62aedef6-db53-48a1-a8ae-6b6186b8678c,30,0.92,0.77,1846.76,8.83,Low,2024-03-02 13:34:52,2024-03-11 21:19:19
ca5e7479-d1a1-4848-ae31-06f1795bd548,476837bc-aaa9-4bda-b47f-e9393d9e42b1,500,0.33,0.27,42914.1,91.65,High,2024-06-18 10:29:42,2024-08-22 03:39:21
85f8dab5-23a4-44b2-8939-b1ba41ebbdf1,081ba1c9-ee14-464c-8877-4919aa76653c,50,0.51,0.5,12139.78,39.0,Medium,2023-09-12 02:00:14,2024-05-17 20:29:04
1eda4303-8f78-49c5-8a93-ee479ca7e1b9,0d20e942-4e00-4573-9c04-d7f72cf61a03,30,0.93,0.78,3014.53,6.53,Low,2023-06-01 17:01:34,2024-02-05 16:22:42
62eb0a68-6034-487e-ae64-6f56ab374fa3,96c80939-842f-4cf7-93d0-e7ffe20b7b3e,50,0.76,0.41,12750.51,33.87,Medium,2023-10-25 08:17:16,2024-03-09 00:44:39
cf6cbab3-bcea-439f-b744-d133f4f8ff6f,21a5b56e-14f5-4e1c-8992-f2cba0903afc,100,0.58,0.53,10773.76,22.77,Medium,2022-12-26 08:02:57,2023-04-03 14:23:05
