AccountID,ClientID,AccountType,Currency,Balance,Equity,Leverage
9d6a07c9-9692-44b0-846e-17e50b9b0cb1,4232e709-87fd-4dc3-bf26-663031a10995,Real,USD,2024.01,2201.46,100
21638a14-7638-414c-839a-284b75a08744,4232e709-87fd-4dc3-bf26-663031a10995,Real,JPY,46277.45,52192.98,100
a0a392ab-44e5-4a2d-a52c-10e991a0b55c,4232e709-87fd-4dc3-bf26-663031a10995,Real,USD,96536.67,88787.19,50
c405c770-3971-4cda-85fa-661c24748ce6,d0528c51-80f0-42f9-88be-527644409016,Real,AUD,6177.09,6353.7,25
6c871631-d9ff-4908-bded-e74007a1dad9,3043fffd-dec1-4cd1-8bd0-93c2a9b428c2,Real,GBP,56403.6,50037.8,200
fbd08afb-b025-43e6-a346-0dd53e2788a2,3043fffd-dec1-4cd1-8bd0-93c2a9b428c2,Real,EUR,8463.87,8315.17,25
bbf2d932-202d-42ff-b942-92c5e489370f,d462f9e4-e877-4f37-8ea7-9a546b2befda,Real,USD,9387.01,7896.18,100
225a7439-b3f1-4196-87fb-c1f4ea76dec9,d462f9e4-e877-4f37-8ea7-9a546b2befda,Real,USD,2733.71,3258.17,25
3b703929-dbc1-455a-b5ad-778074c562f4,d462f9e4-e877-4f37-8ea7-9a546b2befda,Demo,USD,43375.32,36060.09,200
4f003f98-6e7e-4321-b620-55dc8fb93905,73be4a1d-53ba-4238-a3b9-ee4894142456,Real,USD,19918.97,18815.12,10
70110204-d4b7-45c4-8990-ffb8c482ec2d,73be4a1d-53ba-4238-a3b9-ee4894142456,Real,USD,3015.42,2784.19,10
837bbe00-fb8c-4c78-b331-eac675da144e,73be4a1d-53ba-4238-a3b9-ee4894142456,Real,USD,3318.01,3526.25,100
8cc3dbcd-118d-4124-9d69-22d7fa3badf0,23aee5ad-6e11-4dc5-a695-a310e25b4b01,Real,USD,39850.9,46193.86,10
b725d9c4-c255-4ead-b60d-19066de3208b,23aee5ad-6e11-4dc5-a695-a310e25b4b01,Demo,EUR,17782.21,17497.1,200
893ab9bd-46e3-467c-8869-3be4428ae1c9,2db45241-9b48-446e-b62d-1288d50169cc,Real,EUR,3640.55,4051.1,25
79a59af7-c8ae-4659-869e-2816de003e7d,dbf8f378-7c8e-4b72-abfb-53eac89c2b33,Demo,GBP,7619.03,6522.62,50
ed57e999-ed2c-478c-84fb-9bb2246f310d,dbf8f378-7c8e-4b72-abfb-53eac89c2b33,Demo,USD,61454.98,69382.9,50
48e7531b-5bd2-4beb-a467-6bd074610fa8,d4e2f2c1-b79e-4403-bdcf-3bd8d68abb4d,Demo,USD,9889.64,9955.21,100
ef6220d4-5888-4e3e-b4cc-122e55e1c82b,48748fcb-6bc9-4adf-884e-46803c29ae43,Real,USD,2182.74,1802.15,25
a6ff03ab-2470-4c4c-979f-29e67c346cf0,48748fcb-6bc9-4adf-884e-46803c29ae43,Real,EUR,3555.8,3451.17,10
12ecdc44-c5b4-44f9-8e5a-692260ffaaa9,27c1ee2a-2e8e-4ba7-9664-913ed4c5ea4c,Real,AUD,1538.89,1679.69,25
9c9b03fd-7f1e-4284-a099-1975f8ff6169,27c1ee2a-2e8e-4ba7-9664-913ed4c5ea4c,Demo,AUD,3761.85,4091.63,25
79d87438-48de-44b8-be0c-8476300da51d,842816a9-7932-4742-a27e-7ebce7df7d10,Real,EUR,1917.99,2098.08,200
ca6c54de-85c6-41e9-a96a-e70d04b7d803,842816a9-7932-4742-a27e-7ebce7df7d10,Real,USD,45621.91,41310.54,25
4f7c560d-b55f-496b-b5cb-839402ee2214,d9fd563e-eda7-4683-b40f-d2424cccee75,Real,GBP,5255.42,5666.38,200
fd0e7951-c3f4-4cc6-b2c5-fe9dee6d1743,d9fd563e-eda7-4683-b40f-d2424cccee75,Real,USD,24331.35,26345.95,100
7718893a-4e3b-4cf2-bc9a-571f7ec17aab,95e54f38-6105-4115-a26b-a6561467f597,Real,USD,2259.44,2226.89,100
d6e59d6c-00e6-44e9-93cc-46610a08011c,95e54f38-6105-4115-a26b-a6561467f597,Demo,EUR,78554.99,85323.92,50
03bc60b0-c239-414d-82dd-9316514b8ec1,95e54f38-6105-4115-a26b-a6561467f597,Real,USD,4671.37,4046.61,10
46c4633a-27a0-4385-9bbb-8f6bcf567246,4c86af7d-9bb7-4477-a63e-c3c36b28246b,Demo,USD,7477.43,6306.83,50
4f0ddc57-7d68-4400-81eb-19a88d75aad3,e8bd3e6e-7c45-4495-a501-862d042a2e7b,Real,EUR,23325.09,27149.57,10
b4606dfc-2b78-44dd-8daf-edc87244bc07,e8bd3e6e-7c45-4495-a501-862d042a2e7b,Real,JPY,23922.52,24869.15,50
1786bf0d-b957-40da-9b3a-44f25747c666,e8bd3e6e-7c45-4495-a501-862d042a2e7b,Demo,AUD,6779.66,6033.67,50
c21fdfc4-8aee-4cd8-bf68-9facc1befaf5,3cd56c37-b2b9-43c7-8169-8778c262f08d,Real,USD,99047.59,94540.87,50
1611f80c-b1b7-4a30-99c2-fdb8d6d7cd4f,247d086a-d369-489a-9679-be31ff2b138c,Real,USD,24683.02,22133.96,10
b1377c94-6d62-443a-b9d7-b9a6cf930bb3,247d086a-d369-489a-9679-be31ff2b138c,Real,USD,5815.66,5363.84,25
5f34f715-cbcc-4678-b2a1-0b028b59e5a0,d2ff6c6e-27cb-4a0d-8976-e7d538eb31de,Demo,USD,3447.42,3596.33,1
2e028e8f-8223-482c-9b76-26c22354adc4,d2ff6c6e-27cb-4a0d-8976-e7d538eb31de,Real,AUD,31473.88,29125.2,50
beb254bc-8b6b-4992-b19b-ed3b70f0095a,1376fba9-04dd-48b3-bb55-854b3dd059ca,Demo,USD,8001.29,8339.74,50
578ddae9-9cae-4112-80d5-45727dd5d3bb,1376fba9-04dd-48b3-bb55-854b3dd059ca,Real,USD,7722.88,8495.32,50
d538c443-2bbf-4dd5-ae82-f896e641707c,1376fba9-04dd-48b3-bb55-854b3dd059ca,Demo,AUD,5716.83,5897.4,25
3e29c3f6-4ecd-446d-af54-0bd861ad783e,390932d0-8fff-4363-b288-0e0dfcdbfe3c,Real,EUR,74812.54,79915.27,200
3cd75d16-9a77-43ae-93b8-25119734c817,8d2df95a-9dc8-47f4-84eb-ea2d1bcb22da,Real,USD,6123.3,5125.52,50
d6711f12-dbe4-4474-9c28-9044a4b9eae7,8d2df95a-9dc8-47f4-84eb-ea2d1bcb22da,Real,AUD,35204.46,42035.57,100
1e791a2f-3619-4b15-a1d9-8248f47d1321,d58eb0cb-1c4e-4948-9173-9157adb602cf,Real,USD,5184.14,6213.22,10
d7fdd75d-f3a8-4d27-9f61-2ac8234f7d7a,d58eb0cb-1c4e-4948-9173-9157adb602cf,Real,JPY,8181.58,8301.43,50
8155c662-bc4d-421c-850a-9d922ec5295a,d58eb0cb-1c4e-4948-9173-9157adb602cf,Real,GBP,7088.33,6770.25,100
2b9150f2-e7ac-4bfc-bf2c-83497a1ace52,cb2ab343-e380-474f-b3dc-7e3ac25668ea,Real,AUD,1815.32,1625.77,25
0465c94b-bd45-423f-bcd0-cac11d4d0a95,cb2ab343-e380-474f-b3dc-7e3ac25668ea,Real,USD,6678.27,7069.27,25
b84125f4-34a7-4b0e-8498-a6cbefec6cc8,d9ceea00-4b77-463a-96db-bf5134040739,Real,USD,2025.68,1791.64,10
f887ffca-4bb8-40e4-accd-49b71d9ea3cf,fd291a5b-252a-48f5-aaba-165405126a1a,Real,GBP,5807.42,5061.37,25
e34e1b2b-5cc5-490c-85b8-3e54a580815a,fd291a5b-252a-48f5-aaba-165405126a1a,Real,GBP,24447.01,24077.78,50
c984ee18-b53a-4b71-85ee-743369f33792,fd291a5b-252a-48f5-aaba-165405126a1a,Real,JPY,4224.86,4920.18,100
672948f7-bd7c-4b6e-8339-7ff1159a281e,eec21728-6e66-4033-b377-3b8fc8187071,Real,USD,8545.36,10189.85,50
624c85da-6e09-4d77-992e-5984e054af44,f63482d6-199a-42b0-b159-277876eeedcd,Demo,GBP,4350.79,4345.51,100
d4c7c716-b344-4dc6-a320-e1d884737732,42bcba69-5d71-4b19-9221-aad22c4937c3,Real,EUR,9302.54,10933.4,10
77f1acce-1a31-4f29-8d9a-ecb5389f1ebf,42bcba69-5d71-4b19-9221-aad22c4937c3,Real,GBP,5937.9,6313.71,50
2e1cc5f9-bc5f-4d20-9640-fa65571f5c53,42bcba69-5d71-4b19-9221-aad22c4937c3,Real,USD,40561.63,32976.09,100
3497340c-0939-4d48-9abb-3887edcfd42e,decea22a-d372-40e4-a0c6-36c9403588ee,Real,USD,7928.66,7733.64,50
f8cca390-b4f8-42de-9ece-83dcf00f71dd,decea22a-d372-40e4-a0c6-36c9403588ee,Real,EUR,31086.01,30722.21,10
85b0de30-1090-45b0-a77e-4c988eb37d2b,0191e1c7-0529-4be7-b47f-bc9f6366923f,Demo,JPY,9885.79,11470.9,25
7d8d60a1-1c5b-47de-a47e-8f8b8c890880,0191e1c7-0529-4be7-b47f-bc9f6366923f,Real,USD,2653.42,2542.48,25
16dbaf59-d455-4254-8694-52b7237667bd,0191e1c7-0529-4be7-b47f-bc9f6366923f,Real,USD,7644.84,8047.99,25
2301fa20-9ce2-4556-a7d3-49b9c5b49be7,1ea8aae0-435b-45ea-a4dd-97f7014fe036,Real,AUD,5388.68,4868.47,50
d504ce53-0694-4564-ad8f-396c96353636,1ea8aae0-435b-45ea-a4dd-97f7014fe036,Real,EUR,6512.73,6389.71,50
bdcc54b4-5675-4a8f-a1f0-5ed54ff210df,1ea8aae0-435b-45ea-a4dd-97f7014fe036,Real,AUD,9752.03,8010.75,25
3f0fd6de-b070-4930-b5ad-948ee5c45749,d0808af8-4de2-463b-afa5-3b8c520c48f4,Real,EUR,1418.79,1641.22,25
7d7311f1-b1ae-47d1-a100-d04c2a056c05,d0808af8-4de2-463b-afa5-3b8c520c48f4,Real,GBP,3463.16,2859.54,25
c475891a-2303-411e-9b28-9e20e1e6c382,cebbee14-2b34-41c4-993d-3d017f697f8b,Real,AUD,8842.95,10539.44,100
856316e7-97cb-4fe7-9a47-08a3b6d1a17f,cebbee14-2b34-41c4-993d-3d017f697f8b,Demo,AUD,6712.99,7888.11,10
d572629b-5883-4c57-95fe-bcd55b1ae4f6,69ffc31b-fda0-455b-bd87-f9f33e0a6953,Demo,EUR,20143.75,17099.36,25
f8ded0c9-8be4-4e9a-a3a3-c9739864a014,72748549-96b0-46c1-a6fa-38cfcbb81be7,Real,USD,35309.78,28903.26,10
6785547a-c92c-428e-9ed3-139e0accb356,72748549-96b0-46c1-a6fa-38cfcbb81be7,Real,EUR,1588.6,1482.37,10
3c9fe07c-a872-4802-9552-8c17fdfb0428,72748549-96b0-46c1-a6fa-38cfcbb81be7,Real,AUD,58396.36,64913.35,100
ec36c30f-b09d-4531-9583-7bdc9f36b0df,9638fa13-812c-40f5-9d63-0121f14a485f,Real,USD,8732.43,7177.77,50
995c23c7-d772-4326-a1b3-d00e576f0017,9638fa13-812c-40f5-9d63-0121f14a485f,Demo,USD,5565.5,5428.51,50
e54196f9-b141-4434-a531-1c81b5b04fa4,9638fa13-812c-40f5-9d63-0121f14a485f,Real,USD,7457.91,8756.3,50
e013f132-9b3d-4f19-8af3-105318d0cc24,b2255743-e1ea-44db-9b92-79a2ea217cf0,Real,USD,4203.01,4574.12,50
0f67a69b-c1da-407c-ade0-0da3a50020b3,f24acf45-88b9-419a-80c7-3c374ac67ee3,Real,USD,7725.51,7810.99,25
73287222-11c7-44c4-8007-7a000049f445,f24acf45-88b9-419a-80c7-3c374ac67ee3,Demo,USD,18579.69,20956.61,25
92c3d419-c421-4647-b581-235ee543f094,f24acf45-88b9-419a-80c7-3c374ac67ee3,Real,GBP,4072.71,3697.22,10
efbfcf69-99e8-4e4d-a2dd-bbfe843bedcf,9a2d111a-e483-4f5d-bee2-ff07316a9d0a,Real,USD,5547.53,6240.09,25
6970f15d-ad46-459f-91bd-d4e527138388,9a2d111a-e483-4f5d-bee2-ff07316a9d0a,Real,USD,6775.12,6731.99,200
f9f8ee76-baac-4546-bf78-77b247686543,1b6e87b6-bdad-4eff-a876-ca088a6ce179,Real,AUD,7235.53,7462.99,10
353b429e-37c9-40db-881a-fbd11a9d08ac,1b6e87b6-bdad-4eff-a876-ca088a6ce179,Real,USD,4613.2,5030.61,10
02129b37-9851-4229-9cf0-4c3553f325d3,8980e0de-878a-41e0-8019-1c78171c3678,Demo,EUR,1557.0,1745.95,50
20d9376a-2a34-4c14-af9b-666de91305da,8980e0de-878a-41e0-8019-1c78171c3678,Real,USD,4442.0,3849.95,25
611bba08-94bc-4b6d-a70f-89813ba62172,c7067e4e-cab4-49b3-bded-f843559db3cf,Demo,USD,79480.37,68386.43,50
adcc8a5d-9b0b-42da-8c1c-31d0d672966d,c7067e4e-cab4-49b3-bded-f843559db3cf,Real,USD,21125.22,17218.32,50
98909973-bf96-4c68-9054-d1b743c080b5,5ce24fd5-d832-49c5-997e-36dfe7e2930a,Real,USD,9905.51,8954.08,10
0d75a1e3-3abe-432c-ac4d-60eb09ad95c0,5ce24fd5-d832-49c5-997e-36dfe7e2930a,Real,USD,1737.43,1703.45,10
5e968653-a196-49e3-810b-87975b9df417,ca9f6580-2a9c-4d4f-bc42-4bb10d2c3f61,Demo,AUD,48940.05,41004.2,200
73c88b4e-ebb9-4427-a2c0-9566b8294ea8,63f80749-dc26-4b97-a444-ac9d99b5a7be,Real,EUR,3147.39,3397.8,200
7ece224e-100b-43eb-9eca-93a991825172,63f80749-dc26-4b97-a444-ac9d99b5a7be,Real,USD,2942.04,3262.88,100
3a981ca2-bcc4-4565-a4ca-a0190b322be3,a0f86524-30dc-44c2-89b1-086d0cdf5ae6,Real,USD,1593.54,1290.53,10
de85df04-7488-448b-94a1-91c41e60c6f9,d6ee7248-0afb-4853-88b1-90259eeba3aa,Real,EUR,9252.6,10682.71,10
9c9ba440-0fb1-4c75-a0f6-7214370b4614,d6ee7248-0afb-4853-88b1-90259eeba3aa,Real,USD,1129.59,1022.19,50
0cb05a0c-b7de-4a2d-abb5-44e857dbd23f,baa7478a-d7ee-432f-9834-97cb265c0640,Demo,JPY,28275.97,30674.42,50
a70eb0ec-11d4-4a21-a037-c892d1901cae,baa7478a-d7ee-432f-9834-97cb265c0640,Demo,JPY,2123.02,1807.95,50
1c48da8c-b0cc-40aa-bdcc-21ada5631b99,baa7478a-d7ee-432f-9834-97cb265c0640,Demo,USD,4673.6,4176.13,50
ff7abeff-cd70-46cb-b995-17d503b93823,dfc9f325-f04e-4b2b-acc8-9b276792bf2c,Real,USD,1210.05,1392.73,100
62aedef6-db53-48a1-a8ae-6b6186b8678c,9d392e27-9b3a-452c-9345-50d0ca70d328,Real,EUR,10753.38,11142.11,50
476837bc-aaa9-4bda-b47f-e9393d9e42b1,9d392e27-9b3a-452c-9345-50d0ca70d328,Demo,AUD,96899.79,78930.82,100
081ba1c9-ee14-464c-8877-4919aa76653c,379a4c97-f1b6-497d-9de3-d9a83c13b24f,Demo,USD,8541.36,7367.6,10
0d20e942-4e00-4573-9c04-d7f72cf61a03,379a4c97-f1b6-497d-9de3-d9a83c13b24f,Real,USD,34507.11,30248.71,100
96c80939-842f-4cf7-93d0-e7ffe20b7b3e,c5e8908d-3b2d-49cf-b5e1-ee6e7f51d8ef,Real,USD,6064.22,5915.38,100
21a5b56e-14f5-4e1c-8992-f2cba0903afc,c5e8908d-3b2d-49cf-b5e1-ee6e7f51d8ef,Real,EUR,2270.72,1917.88,50
2c83248a-5fc0-46d3-8618-9a6118d46634,e28ba207-882e-4fd3-bfff-ca3fe9657787,Real,USD,12860.46,13042.23,1
a2449890-70e6-4a98-acf3-6a36325f40e9,e28ba207-882e-4fd3-bfff-ca3fe9657787,Real,USD,9785.78,10742.37,25
5dc03e05-fbf7-48b4-aef4-358c14844394,19692278-394c-49b7-b09b-a1307508d22b,Real,USD,1128.59,1208.08,25
c2bd2056-8edb-4d5e-ab9a-5b6e88a249f7,19692278-394c-49b7-b09b-a1307508d22b,Real,EUR,52580.71,55477.87,25
a5b4a182-c9a1-4c5a-99b6-81fef9a71fe5,19692278-394c-49b7-b09b-a1307508d22b,Real,EUR,11619.32,13807.83,50
eabf0be5-cbe8-4d94-969d-05f2d33f84f9,4a9abe0a-cf9f-486d-89b2-7857ce4f963b,Real,EUR,5720.2,6558.61,100
b7214bac-a582-4f4e-a081-c3841af38eab,4a9abe0a-cf9f-486d-89b2-7857ce4f963b,Real,GBP,32127.53,36763.38,50
b6c96f27-6f88-42b5-9dff-ae0c67754053,e20931cc-c62e-4b46-ab7f-23465de9075a,Real,GBP,7312.48,7899.92,1
735be751-cf46-4a3c-b60e-0e44826844f9,e20931cc-c62e-4b46-ab7f-23465de9075a,Real,USD,9827.71,8269.08,25
8d1925da-0d2d-43dc-94d5-44fc0491fe88,5ac6b26d-c34b-49b3-bc6f-5ca69aef243c,Real,USD,9822.02,9797.18,10
c4409472-2d55-4c96-87a1-559366f76c89,5ac6b26d-c34b-49b3-bc6f-5ca69aef243c,Real,USD,1796.56,1706.14,50
71f2e1f7-452a-4a29-b6f5-a819612373c7,5ac6b26d-c34b-49b3-bc6f-5ca69aef243c,Demo,USD,8060.02,7547.78,1
972dde03-5f17-4768-8648-039d31478fb6,c78ed7d6-2241-4008-af0a-9d308d03dd86,Real,USD,8859.17,7797.16,200
bfa9abdc-e701-4aa6-bbcb-1b0f348c20f1,c78ed7d6-2241-4008-af0a-9d308d03dd86,Real,AUD,3416.04,3004.23,25
5838ba8a-bbe6-475b-8ace-6c7f7a769c84,c78ed7d6-2241-4008-af0a-9d308d03dd86,Real,USD,7965.1,6947.23,10
be5d4abb-baed-40c5-a776-babf2ef8ae18,0bc0ff61-5cec-400f-ac57-b15eed2395f0,Real,USD,5595.36,5847.66,10
e711830b-f307-44c0-b97f-8a6b12a8aef0,0bc0ff61-5cec-400f-ac57-b15eed2395f0,Real,USD,4304.97,5005.83,25
747d3f6c-da94-494e-9e1a-d69b1a3a951e,0bc0ff61-5cec-400f-ac57-b15eed2395f0,Real,USD,8592.79,7562.1,50
bd275592-7730-43d7-b4ae-d1fe0f560d84,d8b73e9e-edf4-4566-b3a7-9b6b88e333c3,Demo,AUD,8687.44,9395.92,10
891e18c3-7a6a-476c-995c-c69c2f8baea0,fe5d1893-83aa-4bbd-88ad-caa9a53ea935,Real,JPY,5330.93,6237.76,200
85cb68bf-84d8-474a-bd90-da13dda15814,fe5d1893-83aa-4bbd-88ad-caa9a53ea935,Demo,GBP,6586.87,6128.0,25
a1385eca-593f-442c-b5b3-565fd8cfc2a3,fe5d1893-83aa-4bbd-88ad-caa9a53ea935,Demo,USD,4536.53,5049.06,25
27415443-2d5d-487e-b7fc-9cce74b65d6b,e6b719c1-9d35-4d58-9c06-4fd2879478a8,Demo,AUD,7541.9,7992.61,50
3537340a-023c-4800-a9a4-48444e0f810d,e6b719c1-9d35-4d58-9c06-4fd2879478a8,Real,USD,1613.11,1917.86,100
0b3e3372-02f7-4d18-b24a-cb5007cb32e9,ee825981-6fa9-4c95-a972-d844327f7ebc,Real,USD,5617.8,5898.09,50
6c610677-8a93-4d5d-90b0-e2e88875a288,ee825981-6fa9-4c95-a972-d844327f7ebc,Real,USD,87370.42,73393.62,100
df99465b-3ed4-431b-92f1-3544fc6743bc,d4b1c226-7fe1-4042-825f-33129a518cd8,Real,AUD,54080.78,46162.4,25
444c4b4b-2645-499f-af79-ab18f5cf0651,d4b1c226-7fe1-4042-825f-33129a518cd8,Real,USD,40010.61,40660.3,100
3014c304-670f-49c2-a7e4-8778f891a6d2,ddd4c5ac-cbe2-4c06-9237-5b80dbe037cf,Real,EUR,97451.98,112866.17,25
ba20e727-ebc6-4151-a86f-04e893884d79,ddd4c5ac-cbe2-4c06-9237-5b80dbe037cf,Real,GBP,2490.33,2585.7,100
a3601aad-bd33-428b-b14d-8abd48ff1ae5,3c8c2772-1432-4698-889b-45f4e42e704f,Real,USD,5045.59,5531.41,10
b1be9df7-7967-4a1e-b724-ce87703cac15,daf904b9-5f39-4051-bd3b-b787a56defeb,Demo,AUD,4047.83,4036.7,50
129cc31e-3170-4213-a863-d32d7ae8ba00,3d75dbf1-510c-4983-9d8b-af70c998abe4,Demo,JPY,3896.14,3179.9,50
135b18ce-64ee-4309-b043-7ff5c27fe67d,3d75dbf1-510c-4983-9d8b-af70c998abe4,Real,USD,3256.42,3472.56,50
42bc2e51-62ca-472a-987d-115e2f735e01,da547e6f-0e25-46b9-bfc3-65b9b9af2c91,Real,USD,3675.46,3705.49,50
bc823f1d-45df-45c3-a8cb-0aa476f176a7,da547e6f-0e25-46b9-bfc3-65b9b9af2c91,Real,GBP,3406.37,3317.2,200
628990bb-2d22-41bd-83aa-b00cf24e79ad,da547e6f-0e25-46b9-bfc3-65b9b9af2c91,Real,USD,22667.01,21862.81,200
d4b05197-7a5f-4ee8-821a-bf8f01d06486,52dda909-3059-49d8-9273-bfe79e75ff1a,Real,EUR,2743.64,2710.52,10
3156438b-6800-4450-9a8f-a42ffd29d032,52dda909-3059-49d8-9273-bfe79e75ff1a,Real,JPY,72095.03,77745.12,10
6a953882-2bb0-4685-aedb-2a9b1d6ebaf3,52dda909-3059-49d8-9273-bfe79e75ff1a,Demo,USD,6328.53,7171.56,10
711bb9b1-a6fe-4d30-b341-1c4ed88cb860,9a87305b-7b1f-4988-bbeb-a4a3279b56e6,Demo,USD,33753.98,33558.23,50
debdcf9b-7d7c-4e9a-9101-5879ff60852b,9a87305b-7b1f-4988-bbeb-a4a3279b56e6,Real,EUR,9023.91,8268.07,25
46d19ad7-c555-4e27-a5ba-ea4cfa4113b6,d29d5ae9-b54c-4d06-8ae6-9b82d7ac769b,Real,JPY,1302.13,1484.79,10
d6ebda23-2192-42e4-af2e-d717a2bcd9f2,d29d5ae9-b54c-4d06-8ae6-9b82d7ac769b,Real,USD,5560.68,5039.23,25
d5e698b0-33d8-49f7-93c2-9e8fe33f505b,73b39e58-1d45-430d-b44e-39b0c6861109,Real,USD,9342.88,10717.27,10
53991a24-d34f-4f2a-8c0b-dac584ad69a6,73b39e58-1d45-430d-b44e-39b0c6861109,Real,USD,6248.33,7393.37,100
1a639bb0-0941-457f-ad0e-568cf0cd2e6d,73b39e58-1d45-430d-b44e-39b0c6861109,Demo,GBP,49279.78,55886.34,25
05f69732-99aa-4899-92b4-73a7e2a1ad3b,71528492-2271-4561-bfe6-4eec8d831bb2,Real,AUD,32834.27,27782.55,100
25684eab-1066-4d6b-b427-b7439b8abab2,71528492-2271-4561-bfe6-4eec8d831bb2,Demo,USD,7090.68,8034.24,100
03bac5eb-85ad-4d21-98c7-6766222f46e8,8da7f73e-95a0-4f78-a216-d3f8a3a48173,Real,GBP,8711.24,9672.93,50
840c4248-51e2-479a-9fc0-95116b3bdf96,c1d4b6b5-9a44-4f32-a0c0-0642a8a09b96,Real,USD,5493.23,5585.58,100
bcd43b0e-6e15-45e8-88a5-f23e994b99fd,3a82ceee-55de-438f-a6e1-0cdcd6af4046,Real,USD,21488.62,24506.24,200
a98e2643-0950-4175-ba8a-f28264a04eae,3a82ceee-55de-438f-a6e1-0cdcd6af4046,Demo,EUR,2927.56,2715.65,25
3b7db29f-7d6f-45a8-b661-0fd11065834a,3a82ceee-55de-438f-a6e1-0cdcd6af4046,Real,USD,7432.17,8051.05,100
4d5f175b-9532-4818-8597-e9e3b288ccb5,e4e0155a-c75f-499d-95f6-5ae574c2f888,Real,USD,8044.49,9652.43,50
14036a91-2436-45fc-ac13-fbfc01a68177,e4e0155a-c75f-499d-95f6-5ae574c2f888,Demo,USD,1598.28,1393.02,50
